ID,Imperor,Image_path_av,Image_path_rev,meta,bbox_av_face,bbox_rev_img,URL
697,Theodosius II,images\697_obv_Theodosius II.jpg,images\697_rev_Theodosius II.jpg,jsons\697_Theodosius II.json,"[64, 47, 223, 267]",,https://numismatics.org/collection/1968.131.448
698,Theodosius II,images\698_obv_Theodosius II.jpg,images\698_rev_Theodosius II.jpg,jsons\698_Theodosius II.json,"[61, 35, 235, 242]",,https://numismatics.org/collection/1968.131.449
699,Theodosius II,images\699_obv_Theodosius II.jpg,images\699_rev_Theodosius II.jpg,jsons\699_Theodosius II.json,"[68, 52, 234, 261]",,https://numismatics.org/collection/1968.131.450
700,Theodosius II,images\700_obv_Theodosius II.jpg,images\700_rev_Theodosius II.jpg,jsons\700_Theodosius II.json,"[61, 48, 245, 246]",,https://numismatics.org/collection/1968.131.451
701,Theodosius II,images\701_obv_Theodosius II||Valentinian III.jpg,images\701_rev_Theodosius II||Valentinian III.jpg,jsons\701_Theodosius II||Valentinian III.json,"[61, 51, 257, 263]",,https://numismatics.org/collection/1968.131.453
702,Theodosius II,images\702_obv_Theodosius II.jpg,images\702_rev_Theodosius II.jpg,jsons\702_Theodosius II.json,"[83, 60, 219, 265]",,https://numismatics.org/collection/1968.131.454
703,Theodosius II,images\703_obv_Theodosius II.jpg,images\703_rev_Theodosius II.jpg,jsons\703_Theodosius II.json,"[76, 38, 217, 253]",,https://numismatics.org/collection/1968.131.455
704,Theodosius II,images\704_obv_Theodosius II.jpg,images\704_rev_Theodosius II.jpg,jsons\704_Theodosius II.json,"[76, 42, 218, 272]",,https://numismatics.org/collection/1968.131.457
705,Theodosius II,images\705_obv_Theodosius II.jpg,images\705_rev_Theodosius II.jpg,jsons\705_Theodosius II.json,"[42.29312515258789, 36.620033264160156, 250.3104248046875, 293.26495361328125]",,https://numismatics.org/collection/1968.131.458
706,Theodosius II,images\706_obv_Theodosius II.jpg,images\706_rev_Theodosius II.jpg,jsons\706_Theodosius II.json,"[77, 58, 214, 292]",,https://numismatics.org/collection/1968.131.459
707,Theodosius II,images\707_obv_Theodosius II.jpg,images\707_rev_Theodosius II.jpg,jsons\707_Theodosius II.json,"[78, 44, 239, 264]",,https://numismatics.org/collection/1968.131.461
708,Theodosius II,images\708_obv_Theodosius II.jpg,images\708_rev_Theodosius II.jpg,jsons\708_Theodosius II.json,"[69, 47, 240, 277]",,https://numismatics.org/collection/1968.131.462
709,Theodosius II,images\709_obv_Theodosius II.jpg,images\709_rev_Theodosius II.jpg,jsons\709_Theodosius II.json,"[67, 40, 232, 261]",,https://numismatics.org/collection/1968.131.463
710,Theodosius II,images\710_obv_Theodosius II.jpg,images\710_rev_Theodosius II.jpg,jsons\710_Theodosius II.json,"[69, 67, 236, 276]",,https://numismatics.org/collection/1952.197.1
711,Theodosius II,images\711_obv_Theodosius II.jpg,images\711_rev_Theodosius II.jpg,jsons\711_Theodosius II.json,"[20.01059341430664, 65.73463439941406, 235.83956909179688, 298.96343994140625]",,https://numismatics.org/collection/1952.75.28
712,Theodosius II,images\712_obv_Theodosius II.jpg,images\712_rev_Theodosius II.jpg,jsons\712_Theodosius II.json,"[73, 44, 225, 261]",,https://numismatics.org/collection/1964.6.3
713,Theodosius II,images\713_obv_Honorius||Arcadius||Theodosius II.jpg,images\713_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\713_Honorius||Arcadius||Theodosius II.json,"[42.30577087402344, 0.0, 289.92498779296875, 277.2409973144531]",,https://numismatics.org/collection/1920.999.315
714,Theodosius II,images\714_obv_Honorius||Arcadius||Theodosius II.jpg,images\714_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\714_Honorius||Arcadius||Theodosius II.json,"[15.972088813781738, 26.618268966674805, 260.7041931152344, 291.04315185546875]",,https://numismatics.org/collection/1920.999.316
715,Theodosius II,images\715_obv_Theodosius II.jpg,images\715_rev_Theodosius II.jpg,jsons\715_Theodosius II.json,"[74, 64, 231, 262]",,https://numismatics.org/collection/1962.170.13
716,Theodosius II,images\716_obv_Theodosius II.jpg,images\716_rev_Theodosius II.jpg,jsons\716_Theodosius II.json,"[57.10664367675781, 39.98725509643555, 267.27020263671875, 287.8182067871094]",,https://numismatics.org/collection/1947.2.531
717,Theodosius II,images\717_obv_Theodosius II.jpg,images\717_rev_Theodosius II.jpg,jsons\717_Theodosius II.json,"[76, 40, 242, 255]",,https://numismatics.org/collection/1977.158.971
718,Theodosius II,images\718_obv_Theodosius II||Valentinian III.jpg,images\718_rev_Theodosius II||Valentinian III.jpg,jsons\718_Theodosius II||Valentinian III.json,"[58, 60, 248, 262]",,https://numismatics.org/collection/1977.158.974
719,Theodosius II,images\719_obv_Theodosius II.jpg,images\719_rev_Theodosius II.jpg,jsons\719_Theodosius II.json,"[79, 55, 247, 253]",,https://numismatics.org/collection/1977.158.979
720,Theodosius II,images\720_obv_Theodosius II.jpg,images\720_rev_Theodosius II.jpg,jsons\720_Theodosius II.json,"[90, 59, 215, 283]",,https://numismatics.org/collection/1977.158.980
721,Theodosius II,images\721_obv_Theodosius II.jpg,images\721_rev_Theodosius II.jpg,jsons\721_Theodosius II.json,"[67, 61, 217, 266]",,https://numismatics.org/collection/1978.108.1
722,Theodosius II,images\722_obv_Theodosius II.jpg,images\722_rev_Theodosius II.jpg,jsons\722_Theodosius II.json,"[37, 65, 253, 277]",,https://numismatics.org/collection/1977.158.972
723,Theodosius II,images\723_obv_Theodosius II.jpg,images\723_rev_Theodosius II.jpg,jsons\723_Theodosius II.json,"[39.5920295715332, 50.818660736083984, 239.30801391601562, 282.7092590332031]",,https://numismatics.org/collection/1977.158.973
724,Theodosius II,images\724_obv_Theodosius II||Valentinian III.jpg,images\724_rev_Theodosius II||Valentinian III.jpg,jsons\724_Theodosius II||Valentinian III.json,"[75, 56, 243, 257]",,https://numismatics.org/collection/1977.158.975
725,Theodosius II,images\725_obv_Theodosius II||Valentinian III.jpg,images\725_rev_Theodosius II||Valentinian III.jpg,jsons\725_Theodosius II||Valentinian III.json,"[88.1489486694336, 44.647403717041016, 253.8348388671875, 287.9243469238281]",,https://numismatics.org/collection/1977.158.976
726,Theodosius II,images\726_obv_Theodosius II.jpg,images\726_rev_Theodosius II.jpg,jsons\726_Theodosius II.json,"[56, 43, 250, 258]",,https://numismatics.org/collection/1977.158.977
727,Theodosius II,images\727_obv_Theodosius II.jpg,images\727_rev_Theodosius II.jpg,jsons\727_Theodosius II.json,"[63, 59, 239, 256]",,https://numismatics.org/collection/1977.158.978
728,Theodosius II,images\728_obv_Theodosius II.jpg,images\728_rev_Theodosius II.jpg,jsons\728_Theodosius II.json,"[54, 34, 205, 266]",,https://numismatics.org/collection/1977.158.981
729,Theodosius II,images\729_obv_Theodosius II.jpg,images\729_rev_Theodosius II.jpg,jsons\729_Theodosius II.json,"[82, 65, 226, 270]",,https://numismatics.org/collection/1977.158.982
730,Theodosius II,images\730_obv_Theodosius II.jpg,images\730_rev_Theodosius II.jpg,jsons\730_Theodosius II.json,"[56, 42, 234, 264]",,https://numismatics.org/collection/1977.158.983
731,Theodosius II,images\731_obv_Theodosius II.jpg,images\731_rev_Theodosius II.jpg,jsons\731_Theodosius II.json,"[69, 47, 208, 257]",,https://numismatics.org/collection/1977.158.984
732,Theodosius II,images\732_obv_Honorius||Theodosius II.jpg,images\732_rev_Honorius||Theodosius II.jpg,jsons\732_Honorius||Theodosius II.json,"[73, 48, 220, 281]",,https://numismatics.org/collection/1976.136.29
733,Theodosius II,images\733_obv_Honorius||Theodosius II.jpg,images\733_rev_Honorius||Theodosius II.jpg,jsons\733_Honorius||Theodosius II.json,"[75, 63, 211, 283]",,https://numismatics.org/collection/1976.136.30
734,Theodosius II,images\734_obv_Honorius||Theodosius II.jpg,images\734_rev_Honorius||Theodosius II.jpg,jsons\734_Honorius||Theodosius II.json,"[74, 71, 225, 282]",,https://numismatics.org/collection/1976.136.31
735,Theodosius II,images\735_obv_Honorius||Arcadius||Theodosius II.jpg,images\735_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\735_Honorius||Arcadius||Theodosius II.json,"[94, 59, 233, 282]",,https://numismatics.org/collection/1976.136.33
736,Theodosius II,images\736_obv_Honorius||Arcadius||Theodosius II.jpg,images\736_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\736_Honorius||Arcadius||Theodosius II.json,"[110, 36, 266, 270]",,https://numismatics.org/collection/1976.136.34
737,Theodosius II,images\737_obv_Theodosius II.jpg,images\737_rev_Theodosius II.jpg,jsons\737_Theodosius II.json,"[72, 34, 250, 261]",,https://numismatics.org/collection/0000.999.24019
738,Theodosius II,images\738_obv_Theodosius II.jpg,images\738_rev_Theodosius II.jpg,jsons\738_Theodosius II.json,"[19.237258911132812, 22.193668365478516, 261.94610595703125, 270.2020263671875]",,https://numismatics.org/collection/0000.999.24020
739,Theodosius II,images\739_obv_Theodosius II.jpg,images\739_rev_Theodosius II.jpg,jsons\739_Theodosius II.json,"[31.04163932800293, 31.20474624633789, 271.5316162109375, 289.3945007324219]",,https://numismatics.org/collection/0000.999.24021
740,Theodosius II,images\740_obv_Theodosius II||Honorius.jpg,images\740_rev_Theodosius II||Honorius.jpg,jsons\740_Theodosius II||Honorius.json,"[62, 63, 250, 268]",,https://numismatics.org/collection/0000.999.24022
741,Theodosius II,images\741_obv_Theodosius II.jpg,images\741_rev_Theodosius II.jpg,jsons\741_Theodosius II.json,"[51, 75, 213, 288]",,https://numismatics.org/collection/0000.999.24023
742,Theodosius II,images\742_obv_Theodosius II.jpg,images\742_rev_Theodosius II.jpg,jsons\742_Theodosius II.json,"[37.14505386352539, 31.8232421875, 259.38592529296875, 289.2958679199219]",,https://numismatics.org/collection/0000.999.24024
743,Theodosius II,images\743_obv_Theodosius II.jpg,images\743_rev_Theodosius II.jpg,jsons\743_Theodosius II.json,"[63, 73, 216, 282]",,https://numismatics.org/collection/0000.999.24025
744,Theodosius II,images\744_obv_Theodosius II.jpg,images\744_rev_Theodosius II.jpg,jsons\744_Theodosius II.json,"[63, 85, 236, 278]",,https://numismatics.org/collection/0000.999.24027
745,Theodosius II,images\745_obv_Theodosius II.jpg,images\745_rev_Theodosius II.jpg,jsons\745_Theodosius II.json,"[65, 61, 209, 282]",,https://numismatics.org/collection/0000.999.24032
746,Theodosius II,images\746_obv_Honorius||Theodosius II.jpg,images\746_rev_Honorius||Theodosius II.jpg,jsons\746_Honorius||Theodosius II.json,"[77, 30, 243, 258]",,https://numismatics.org/collection/0000.999.24033
747,Theodosius II,images\747_obv_Theodosius II.jpg,images\747_rev_Theodosius II.jpg,jsons\747_Theodosius II.json,"[46.486106872558594, 46.539398193359375, 280.0715026855469, 294.81671142578125]",,https://numismatics.org/collection/1930.198.82
748,Theodosius II,images\748_obv_Theodosius II.jpg,images\748_rev_Theodosius II.jpg,jsons\748_Theodosius II.json,"[48, 65, 205, 279]",,https://numismatics.org/collection/1930.198.87
749,Theodosius II,images\749_obv_Theodosius II.jpg,images\749_rev_Theodosius II.jpg,jsons\749_Theodosius II.json,"[62, 65, 220, 280]",,https://numismatics.org/collection/1930.198.89
750,Theodosius II,images\750_obv_Theodosius II.jpg,images\750_rev_Theodosius II.jpg,jsons\750_Theodosius II.json,"[62, 93, 215, 272]",,https://numismatics.org/collection/1930.198.90
751,Theodosius II,images\751_obv_Theodosius II.jpg,images\751_rev_Theodosius II.jpg,jsons\751_Theodosius II.json,"[63, 42, 252, 258]",,https://numismatics.org/collection/1930.198.93
752,Theodosius II,images\752_obv_Theodosius II.jpg,images\752_rev_Theodosius II.jpg,jsons\752_Theodosius II.json,"[97, 65, 260, 270]",,https://numismatics.org/collection/1930.198.94
753,Theodosius II,images\753_obv_Theodosius II.jpg,images\753_rev_Theodosius II.jpg,jsons\753_Theodosius II.json,"[72.30611419677734, 32.818763732910156, 257.5048828125, 289.60430908203125]",,https://numismatics.org/collection/1978.64.581
754,Theodosius II,images\754_obv_Theodosius II.jpg,images\754_rev_Theodosius II.jpg,jsons\754_Theodosius II.json,"[43, 35, 206, 263]",,https://numismatics.org/collection/1979.44.6
755,Theodosius II,images\755_obv_Theodosius II.jpg,images\755_rev_Theodosius II.jpg,jsons\755_Theodosius II.json,"[74, 62, 249, 270]",,https://numismatics.org/collection/1980.109.221
756,Theodosius II,images\756_obv_Theodosius II.jpg,images\756_rev_Theodosius II.jpg,jsons\756_Theodosius II.json,"[66, 44, 252, 266]",,https://numismatics.org/collection/1980.109.222
757,Theodosius II,images\757_obv_Theodosius II.jpg,images\757_rev_Theodosius II.jpg,jsons\757_Theodosius II.json,"[76, 42, 255, 266]",,https://numismatics.org/collection/1980.109.223
758,Theodosius II,images\758_obv_Theodosius II.jpg,images\758_rev_Theodosius II.jpg,jsons\758_Theodosius II.json,"[66, 46, 255, 247]",,https://numismatics.org/collection/1980.109.224
759,Theodosius II,images\759_obv_Theodosius II.jpg,images\759_rev_Theodosius II.jpg,jsons\759_Theodosius II.json,"[59, 45, 238, 264]",,https://numismatics.org/collection/1980.109.225
760,Theodosius II,images\760_obv_Theodosius II.jpg,images\760_rev_Theodosius II.jpg,jsons\760_Theodosius II.json,"[56, 57, 225, 266]",,https://numismatics.org/collection/1980.109.226
761,Theodosius II,images\761_obv_Theodosius II||Honorius.jpg,images\761_rev_Theodosius II||Honorius.jpg,jsons\761_Theodosius II||Honorius.json,"[44, 78, 233, 280]",,https://numismatics.org/collection/1995.11.1772
762,Theodosius II,images\762_obv_Theodosius II||Arcadius||Honorius.jpg,images\762_rev_Theodosius II||Arcadius||Honorius.jpg,jsons\762_Theodosius II||Arcadius||Honorius.json,"[44, 78, 228, 270]",,https://numismatics.org/collection/1995.11.1783
763,Theodosius II,images\763_obv_Theodosius II||Arcadius||Honorius.jpg,images\763_rev_Theodosius II||Arcadius||Honorius.jpg,jsons\763_Theodosius II||Arcadius||Honorius.json,"[48, 50, 241, 273]",,https://numismatics.org/collection/1994.123.261
764,Theodosius II,images\764_obv_Honorius||Arcadius||Theodosius II.jpg,images\764_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\764_Honorius||Arcadius||Theodosius II.json,"[66, 52, 226, 263]",,https://numismatics.org/collection/1994.123.262
765,Theodosius II,images\765_obv_Arcadius||Honorius||Theodosius II.jpg,images\765_rev_Arcadius||Honorius||Theodosius II.jpg,jsons\765_Arcadius||Honorius||Theodosius II.json,"[74, 71, 223, 286]",,https://numismatics.org/collection/1994.123.263
766,Theodosius II,images\766_obv_Theodosius II.jpg,images\766_rev_Theodosius II.jpg,jsons\766_Theodosius II.json,"[81, 52, 229, 257]",,https://numismatics.org/collection/1994.123.343
767,Theodosius II,images\767_obv_Theodosius II.jpg,images\767_rev_Theodosius II.jpg,jsons\767_Theodosius II.json,"[77, 69, 227, 295]",,https://numismatics.org/collection/1995.39.117
768,Theodosius II,images\768_obv_Theodosius II.jpg,images\768_rev_Theodosius II.jpg,jsons\768_Theodosius II.json,"[71, 31, 228, 275]",,https://numismatics.org/collection/1995.39.118
769,Theodosius II,images\769_obv_Arcadius||Honorius||Theodosius II.jpg,images\769_rev_Arcadius||Honorius||Theodosius II.jpg,jsons\769_Arcadius||Honorius||Theodosius II.json,"[73, 53, 228, 275]",,https://numismatics.org/collection/1948.4.118
770,Theodosius II,images\770_obv_Theodosius II.jpg,images\770_rev_Theodosius II.jpg,jsons\770_Theodosius II.json,"[78, 34, 241, 266]",,https://numismatics.org/collection/1948.19.1922
771,Theodosius II,images\771_obv_Theodosius II.jpg,images\771_rev_Theodosius II.jpg,jsons\771_Theodosius II.json,"[48, 43, 245, 260]",,https://numismatics.org/collection/1948.19.1923
772,Theodosius II,images\772_obv_Theodosius II.jpg,images\772_rev_Theodosius II.jpg,jsons\772_Theodosius II.json,"[57, 45, 237, 255]",,https://numismatics.org/collection/1948.19.1924
773,Theodosius II,images\773_obv_Theodosius II||Valentinian III.jpg,images\773_rev_Theodosius II||Valentinian III.jpg,jsons\773_Theodosius II||Valentinian III.json,"[70, 51, 252, 276]",,https://numismatics.org/collection/1948.19.1925
774,Theodosius II,images\774_obv_Theodosius II||Valentinian III.jpg,images\774_rev_Theodosius II||Valentinian III.jpg,jsons\774_Theodosius II||Valentinian III.json,"[66, 43, 237, 257]",,https://numismatics.org/collection/1948.19.1926
775,Theodosius II,images\775_obv_Theodosius II||Valentinian III.jpg,images\775_rev_Theodosius II||Valentinian III.jpg,jsons\775_Theodosius II||Valentinian III.json,"[59, 42, 249, 257]",,https://numismatics.org/collection/1948.19.1927
776,Theodosius II,images\776_obv_Theodosius II.jpg,images\776_rev_Theodosius II.jpg,jsons\776_Theodosius II.json,"[72, 32, 209, 253]",,https://numismatics.org/collection/1948.19.1928
777,Theodosius II,images\777_obv_Theodosius II.jpg,images\777_rev_Theodosius II.jpg,jsons\777_Theodosius II.json,"[49, 42, 234, 274]",,https://numismatics.org/collection/1948.19.1929
778,Theodosius II,images\778_obv_Theodosius II||Valentinian III.jpg,images\778_rev_Theodosius II||Valentinian III.jpg,jsons\778_Theodosius II||Valentinian III.json,"[88, 45, 228, 236]",,https://numismatics.org/collection/1968.131.452
